Category,Product Group,Item Code,Item Name,OEMCode,HSNCode,Brand,Size,RSP,MRP,OSP,Vendor,CreateDate,LastModifiedDate,GST%,CESS
NON BOOKS,Stationery,WP17943,Numic Academic Planner,"8906115932163,BBH37274",4820,Prakash Stores(Numic),UNDEFINED,249,249,249,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17944,Numic WSJ 2.0 - Fl Orange,"8906115932712,BBH37275",4820,Prakash Stores(Numic),UNDEFINED,249,249,249,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17945,Numic WSJ 2.0 - Orange,"8906115932729,BBH37276",4820,Prakash Stores(Numic),UNDEFINED,249,249,249,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17946,Numic WSJ 2.0 - Fl. Yellow,"8906115932743,BBH37277",4820,Prakash Stores(Numic),UNDEFINED,249,249,249,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17947,Numic WSJ 2.0 - Sun Yellow,"8906115932736,BBH37278",4820,Prakash Stores(Numic),UNDEFINED,249,249,249,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17948,Numic WSJ 2.0 - Fl Green,"8906115932750,BBH37279",4820,Prakash Stores(Numic),UNDEFINED,249,249,249,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17949,Numic WSJ 2.0 - Electric Blue,"8906115932767,BBH37280",4820,Prakash Stores(Numic),UNDEFINED,249,249,249,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17950,Numic WSJ 2.1 - Fl Orange,"8906115932835,BBH37281",4820,Prakash Stores(Numic),UNDEFINED,149,149,149,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17951,Numic WSJ 2.1 - Orange,"8906115932866,BBH37282",4820,Prakash Stores(Numic),UNDEFINED,149,149,149,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17952,Numic WSJ 2.1 - Fl Yellow,"8906115932842,BBH37283",4820,Prakash Stores(Numic),UNDEFINED,399,399,399,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17953,Numic WSJ 2.1 - Sun Yellow,"8906115932859,BBH37284",4820,Prakash Stores(Numic),UNDEFINED,149,149,149,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17954,Numic WSJ 2.1 - Fl Green,"8906115932828,BBH37285",4820,Prakash Stores(Numic),UNDEFINED,399,399,399,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17955,Numic WSJ 2.1 - Electric Blue,"8906115932774,BBH37286",4820,Prakash Stores(Numic),UNDEFINED,149,149,149,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17956,Numic WSJ 2.2 - Fl Orange,"8906115932897,BBH37287",4820,Prakash Stores(Numic),UNDEFINED,299,299,299,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17957,Numic WSJ 2.2 - Orange,"8906115932910,BBH37288",4820,Prakash Stores(Numic),UNDEFINED,299,299,299,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17958,Numic WSJ 2.2 - Fl. Yellow,"8906115932903,BBH37289",4820,Prakash Stores(Numic),UNDEFINED,299,299,299,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17959,Numic WSJ 2.2 - Sun Yellow,"8906115932927,BBH37290",4820,Prakash Stores(Numic),UNDEFINED,299,299,299,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17960,Numic WSJ 2.2 - Fl Green,"8906115932880,BBH37291",4820,Prakash Stores(Numic),UNDEFINED,299,299,299,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17961,Numic WSJ 2.2 - Electric Blue,"8906115932873,BBH37292",4820,Prakash Stores(Numic),UNDEFINED,299,299,299,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,STATIONERY,WP17962,NUMIC WSJ 2.3 - MIX,"8906115932781,BBH37293,8906115932798",4820,PRAKASH STORES(NUMIC),UNDEFINED,299,299,299,PRAKASH STORES NUMIC,16.May.22,22.Jul.22,18,0
NON BOOKS,Stationery,WP17963,Canvas Collection - Lime Green,"8906115931463,BBH37294",4820,Prakash Stores(Numic),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17964,Canvas Collection - Grey,"8906115931531,BBH37295",4820,Prakash Stores(Numic),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17965,Canvas Collection - Graphite,"8906115931470,BBH37296",4820,Prakash Stores(Numic),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17966,Canvas Collection - Cumin,"8906115931500,BBH37297",4820,Prakash Stores(Numic),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17967,Summer A4 Packets,"8906115931890,BBH37298",4820,Prakash Stores(Numic),UNDEFINED,299,299,299,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17968,Nature A4 Packets,"8906115931906,BBH37299",4820,Prakash Stores(Numic),UNDEFINED,299,299,299,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,STATIONERY,WP17969,WINTER A4 PACKETS,"8906115931913,BBH37300",4820,PRAKASH STORES(NUMIC),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,23.Sep.22,18,0
NON BOOKS,STATIONERY,WP17970,AUTUMN A4 PACKETS,"8906115932545,BBH37301",4820,PRAKASH STORES(NUMIC),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,23.Sep.22,18,0
NON BOOKS,STATIONERY,WP17971,RESUSE & REDUCE A4 PACKETS,"8906115931920,BBH37302",4820,PRAKASH STORES(NUMIC),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,23.Sep.22,18,0
NON BOOKS,Stationery,WP17972,Obsidian A4 Packets,"8906115931937,BBH37303",4820,Prakash Stores(Numic),UNDEFINED,149,149,149,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17973,Metallic White & Cream A4 Packets,"8906115932088,BBH37304",4820,Prakash Stores(Numic),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,STATIONERY,WP17974,HANDMADE FIBRE A4 PACKETS,"8906115932071,BBH37305",4820,PRAKASH STORES(NUMIC),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,23.Sep.22,18,0
NON BOOKS,Stationery,WP17975,Handmade Rough A4 Packets,"8906115932095,BBH37306",4820,Prakash Stores(Numic),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,STATIONERY,WP17976,HANDMADE COLOUR A4 PACKETS,"8906115932101,BBH37307",4820,PRAKASH STORES(NUMIC),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,23.Sep.22,18,0
NON BOOKS,Stationery,WP17977,Aspect Premium Catridge - S157A - 400gsm,"8906115932583,BBH37308",4820,Prakash Stores(Numic),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17978,Aspect Premium Catridge - S157A - 300gsm,"8906115932576,BBH37309",4820,Prakash Stores(Numic),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17979,Aspect Premium Catridge - S157B - 400gsm,"8906115932606,BBH37310",4820,Prakash Stores(Numic),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17980,Aspect Premium Catridge - S157B - 300gsm,"8906115932590,BBH37311",4820,Prakash Stores(Numic),UNDEFINED,249,249,249,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17981,Dreams Speak - Red,"8906115932804,BBH37312",4820,Prakash Stores(Numic),UNDEFINED,399,399,399,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17982,Dreams Speak - Black,"8906115932811,BBH37313",4820,Prakash Stores(Numic),UNDEFINED,399,399,399,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17983,Numic Aviary White - A6,"8906115931272,BBH37314",4820,Prakash Stores(Numic),UNDEFINED,249,249,249,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17984,Numic Aviary Black  - A6,"8906115931265,BBH37315",4820,Prakash Stores(Numic),UNDEFINED,199,199,199,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17985,Numic Aviary White - A5,"8906115931258,BBH37316",4820,Prakash Stores(Numic),UNDEFINED,249,249,249,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17986,Numic Aviary Black  - A5,"8906115931241,BBH37317",4820,Prakash Stores(Numic),UNDEFINED,349,349,349,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17987,Numic Aviary White - A4,"8906115931234,BBH37318",4820,Prakash Stores(Numic),UNDEFINED,249,249,249,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17988,Numic Aviary Black  - A4,"8906115931227,BBH37319",4820,Prakash Stores(Numic),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,STATIONERY,WP17989,NIRMITI A5 - CHARCOAL,"8906115932422,BBH37320",4820,PRAKASH STORES(NUMIC),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,23.Sep.22,18,0
NON BOOKS,STATIONERY,WP17990,NIRMITI A5 - LIME GREEN,"8906115932385,BBH37321",4820,PRAKASH STORES(NUMIC),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,21.Sep.22,18,0
NON BOOKS,Stationery,WP17991,Nirmiti A5 - Light Pink,"8906115932378,BBH37322",4820,Prakash Stores(Numic),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17992,Nirmiti A5 - Light Blue,"8906115932361,BBH37323",4820,Prakash Stores(Numic),UNDEFINED,499,499,499,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17993,Rhymes - Blue,"8906115930312,BBH37324",4820,Prakash Stores(Numic),UNDEFINED,199,199,199,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17994,Rhymes - Orange,"8906115930305,BBH37325",4820,Prakash Stores(Numic),UNDEFINED,199,199,199,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17995,Rhymes - Black,"8906115930299,BBH37326",4820,Prakash Stores(Numic),UNDEFINED,199,199,199,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17996,Rhymes - Yellow,"8906115930275,BBH37327",4820,Prakash Stores(Numic),UNDEFINED,199,199,199,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17997,Keep It Real - A6,"8906115931180,BBH37328",4820,Prakash Stores(Numic),UNDEFINED,299,299,299,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17998,Keep It Real - A6.,"8906115931210,BBH37329",4820,Prakash Stores(Numic),UNDEFINED,299,299,299,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP17999,Keep It Real - A5,"8906115931173,BBH37330",4820,Prakash Stores(Numic),UNDEFINED,99,99,99,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP18000,Keep It Real - A5.,"8906115931203,BBH37331",4820,Prakash Stores(Numic),UNDEFINED,99,99,99,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP18001,Keep It Real - A4,"8906115931166,BBH37332",4820,Prakash Stores(Numic),UNDEFINED,199,199,199,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP18002,Keep It Real - A4.,"8906115931197,BBH37333",4820,Prakash Stores(Numic),UNDEFINED,199,199,199,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP18003,Asteroid - Chocolate,"8906115931647,BBH37334",4820,Prakash Stores(Numic),UNDEFINED,299,299,299,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP18004,Asteroid - Terracotta,"8906115931630,BBH37335",4820,Prakash Stores(Numic),UNDEFINED,299,299,299,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP18005,Asteroid - Cumin,"8906115931609,BBH37336",4820,Prakash Stores(Numic),UNDEFINED,299,299,299,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
NON BOOKS,Stationery,WP18006,Asteroid - Light Pink,"8906115931593,BBH37337",4820,Prakash Stores(Numic),UNDEFINED,299,299,299,PRAKASH STORES NUMIC,16.May.22,16.May.22,18,0
MAGAZINE,Travell Magazine,WP17876,Business WorldAppalouse,BBH37338,4901,Central Media Agency,UNDEFINED,300,300,300,CENTRAL MEDIA AGENCY,16.May.22,16.May.22,0,0
MAGAZINE,Travell Magazine,WP17877,Business World Education,BBH37339,4901,Central Media Agency,UNDEFINED,300,300,300,CENTRAL MEDIA AGENCY,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17833,DK:LEGO DISNEY PRINCESS STICKER ADVENTURES (BWD),"9781465483935,BBH37340",4901,Wilco International,GX8031,499,799,799,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17834,PEPPA PIG BEDTIME LIBRARY (4 BKS) (BWD),"9780241367612,BBH37341",4901,Wilco International,GX8623,699,999,699,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17835,VERY HUNGRY CATERPILLAR MY FIRST LIBRARY (BWD),"9780241454022,BBH37342",4901,Wilco International,GX8622,699,999,699,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17836,ANIMAL ARK: PET RESCUE COLLECTION (10 BKS) (BWD),"9781408365687,BBH37343",4901,Wilco International,GX8624,1999,2999,2999,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,HISTORY,WP17837,DK EYEWITNESS:ANCIENT GREECE (BWD),"9780241523025,BBH37344",4901,Wilco International,GX8632,299,399,299,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,WAR & WEAPONS,WP17838,DK EYEWITNESS:WORLD WAR I (BWD),"9780241523049,BBH37345",4901,Wilco International,GX8638,299,399,299,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,WAR & WEAPONS,WP17839,DK EYEWITNESS:WORLD WAR II (BWD),"9780241523056,BBH37346",4901,Wilco International,GX8639,299,399,299,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,HISTORY,WP17840,DK EYEWITNESS:SHAKESPEARE (BWD),"9780241523032,BBH37347",4901,Wilco International,GX8636,299,399,299,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,HISTORY,WP17841,DK EYEWITNESS:ANCIENT ROME (BWD),"9780241522868,BBH37348",4901,Wilco International,GX8633,299,399,299,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,HISTORY,WP17842,DK EYEWITNESS:ANCIENT EGYPT (BWD),"9780241522882,BBH37349",4901,Wilco International,GX8635,299,399,299,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,HISTORY,WP17843,DK EYEWITNESS:TUDOR (BWD),"9780241523063,BBH37350",4901,Wilco International,GX8637,299,399,299,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17844,DK EYEWITNESS:VICTORIANS (BWD),"9780241523070,BBH37351",4901,Wilco International,GX8634,299,399,299,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17845,LETS FIND ANIMALS COLLECTION (5 BB) (BWD),"9781788819855,BBH37352",4901,Wilco International,GX8645,1699,2499,2499,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17846,MY FIRST BEHAVIOURS TOUCH & FEELING (4 BKS) ( BWD),"9781788816670,BBH37353",4901,Wilco International,GX8644,1299,1999,1999,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17847,SOUND:BENNY BADGERS WOODLAND BAND (STK) (BWD),"9781788104456,BBH37354",4901,Wilco International,GX8629,199,499,199,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17848,SOUND:RITCHIE ROOSTERS:ROCK N ROLLES (STK) (BWD),"9781788103794,BBH37355",4901,Wilco International,GX8628,199,499,199,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17849,HOW TO TRAIN YOUR DRAGON (BWD),"9781444944358,BBH37356",4901,Wilco International,GX8631,399,799,399,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,NON-FICTION,WP17850,SECRET LIFE OF GENES (BWD),"9781788400251,BBH37357",4901,Wilco International,GX8630,249,499,499,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,GAMES & PUZZLES.CROSSWORD,WP17851,IG:LEARNING BOOK & JIGSAW:SOLAR SYSTEM (STK) (BWD),"9781838526122,BBH37358",4901,Wilco International,IG0576,299,699,699,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17852,PPF:I SAW A SHARK PICTURE STORY (BWD),"9781909290792,BBH37359",4901,Wilco International,GX8625,199,399,399,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17853,IG:MY FIRST 123 (STK) (BWD),"9781838520342,BBH37360",4901,Wilco International,IG0575,399,699,399,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17854,IG:MY FIRST NOISY WORDS (STK) (BWD),"9781838520403,BBH37361",4901,Wilco International,IG0574,399,699,399,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17855,ENID BLYTON STORIES FOR EVERY SEASON (BWD),"9781444950892,BBH37362",4901,Wilco International,GX8626,599,999,599,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17856,DISNEY: A FROZEN WORLD  (BWD),"9781787415485,BBH37363",4901,Wilco International,GX8627,299,599,599,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17857,LOOK & SEE 123 (BWD),"9781789585292,BBH37364",4901,Wilco International,GX8640,249,499,499,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17858,ANIMALS OF THE WORLD (STK) (BWD),"9781786708069,BBH37365",4901,Wilco International,GX8643,699,999,999,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17859,IG:CARRY FUN FAIRYTALE SOUNDS:CINDERELLA (STK)BWD),"9781789054828,BBH37366",4901,Wilco International,IG0578,399,699,699,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17860,IG:CARRY FUN FAIRYTALE SOUNDS:SNOW WHITE (STK-BWD),"9781789054811,BBH37367",4901,Wilco International,IG0577,399,699,699,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,HISTORY,WP17861,LITTLE PRINCE (BWD)…,"9782374950129,BBH37368",4901,Wilco International,GX8642,1299,2499,1299,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,COOKERY,WP17862,NADIYAS BAKE ME A FESTIVE STORY (BWD),"9781444939613,BBH37369",4901,Wilco International,GX8641,399,799,799,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,REFERENCE BOOKS,WP17863,WORLD OF KNOWLEDGE:EARTH (BWD),"9783625120490,BBH37370",4901,Wilco International,GX8654,399,799,399,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,HEALTH & HUMAN BODY,WP17864,WORLD OF KNOWLEDGE:HUMAN BODY (BWD),"9783625120520,BBH37371",4901,Wilco International,GX8653,399,799,399,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,SCIENCE & TECHNOLOGY BOOK,WP17865,WORLD OF KNOWLEDGE:TECHNOLOGY (BWD),"9783625136019,BBH37372",4901,Wilco International,GX8652,399,799,399,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17866,PG:WOW!INCREDIBLE FACTS ABOUT DINOSAURS (BWD),"9781474850629,BBH37373",4901,Wilco International,PG1735,199,399,399,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17867,PG:WOW!AMAZING FACTS ABOUT ANIMALS (BWD),"9781474850605,BBH37374",4901,Wilco International,PG1733,199,399,199,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17868,PG:WOW!REALLY GROSS DISGUSTING FACTS (BWD),"9781474850636,BBH37375",4901,Wilco International,PG1734,199,399,199,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17869,PG:WOW!UNBELIEVABLE FACTS ABOUT EVERYTHING (BWD),"9781474850612,BBH37376",4901,Wilco International,PG1736,199,399,199,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,FICTION,WP17870,SINGLES:JOHN GRISHAM:WHISTLER (BWD),"9781101967676,BBH37377",4901,Wilco International,GX5107,319,399,399,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,NON-FICTION,WP17871,PRINCE:NICCOLO MACHIAVELLI (BWD),"9781784045197,BBH37378",4901,Wilco International,GX2940,239,299,299,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,NON-FICTION,WP17872,JOHN GRISHAM:THE SCANDAL (THEODORE BOONE#6),"9780147510198,BBH37379",4901,Wilco International,GX6551,319,399,399,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,FICTION,WP17873,SINGLES:STEPHENIE MEYER:HOST,"9780316218511,BBH37380",4901,Wilco International,GX5326,319,399,399,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,FICTION,WP17874,PANKAJ MISHRA:ROMANTICS,"9780385720809,BBH37381",4901,Wilco International,GX2372,319,399,399,WILCO INTERNATIONAL,16.May.22,16.May.22,0,0
BOOKS,CHILDREN,WP17598,SOMAN CHAINANI:EVER NEVER HANDBOOK,"9780008181796,BBH37382",4901,HARPERCOLLINS,VN9048,399,499,499,HARPERCOLLINS,16.May.22,16.May.22,0,0
BOOKS,POEMS/QUOTATIONS,WP17592,JEET THAYIL:PENGUIN BOOK OF INDIAN POETS,"9780670096862,BBH37383",4901,HAMISH HAMILTON,VN10063,1199,1499,1499,IBD,16.May.22,16.May.22,0,0
BOOKS,FICTION,WP17631,JESSAMINE CHAN:SCHOOL FOR GOOD MOTHERS,"9781529151336,BBH37384",4901,HUTCHINSON HEINEMANN,VN10064,559,699,699,IBD,16.May.22,16.May.22,0,0
BOOKS,REFERENCE BOOKS,WP17589,BONNIE GARMUS:LESSONS IN CHEMISTRY,"9780857528131,BBH37385",4901,DOUBLEDAY PUBLISHER,VN10065,559,699,699,IBD,16.May.22,16.May.22,0,0
BOOKS,REFERENCE BOOKS,WP17590,BRIAN TRACY:PHOENIX TRANSFORMATION,"9781722505868,BBH37386",4901,G & D MEDIA,VN10066,319,399,399,IBD,16.May.22,16.May.22,0,0
BOOKS,HISTORY,WP17599,TOLKIEN:COMPLETE HISTORY OF MIDDLE EARTH BOX SET,"9780008259846,BBH37387",4901,HARPERCOLLINS,VN10068,11999,14999,14999,HARPERCOLLINS,16.May.22,16.May.22,0,0
BOOKS,ART/DRAWING/PAINTING,WP17600,ASHWITHA JAYAKUMAR:INCREDIBLE INDIANS,"9789354892578,BBH37388",4901,HARPERCOLLINS,VN10069,399,499,499,HARPERCOLLINS,16.May.22,16.May.22,0,0
BOOKS,TRAVEL & PLACES,WP17601,TASNEEM ZAKARIA MEHTA:MUMBAI:CITY THROUGH OBJECT,"9789354893971,BBH37389",4901,HARPERCOLLINS,VN10070,2399,2999,2999,HARPERCOLLINS,16.May.22,16.May.22,0,0
BOOKS,RELIGION/SPIRITUALITY,WP17602,DEVDUTT PATTANAIK:BEHOLD I MAKE ALL THINGS NEW,"9789353574550,BBH37390",4901,HARPERCOLLINS,VN10071,399,499,499,HARPERCOLLINS,16.May.22,16.May.22,0,0
NON BOOKS,SWEETS / NAMKEENS,WP18007,Namkeen-Soya Stick Magic Masala,"8904067708836,BBH37391",21069099,JABSONS,UNDEFINED,160,160,160,JABSONS FOODS PRIVATE LIMITED,16.May.22,16.May.22,12,0
NON BOOKS,SWEETS / NAMKEENS,WP18008,Namkeen-Soya Stick Chinese Chatka,"8904067708744,BBH37392",21069099,JABSONS,UNDEFINED,160,160,160,JABSONS FOODS PRIVATE LIMITED,16.May.22,16.May.22,12,0
NON BOOKS,SWEETS / NAMKEENS,WP18009,Namkeen-Kabuli Chana with Whole Garlic,"8904067712208,BBH37393",21069099,JABSONS,UNDEFINED,120,120,120,JABSONS FOODS PRIVATE LIMITED,16.May.22,16.May.22,12,0
NON BOOKS,SWEETS / NAMKEENS,WP18010,NAMKEEN-TIKKA MASALA COATED PEANUT,"8904067712055,BBH37394",21069099,JABSONS,UNDEFINED,400,400,400,JABSONS FOODS PRIVATE LIMITED,16.May.22,2.Sep.22,12,0
NON BOOKS,SWEETS / NAMKEENS,WP18011,Namkeen-Green Peas-Onion Garlic,"8904067712062,BBH37395",21069099,JABSONS,UNDEFINED,400,400,400,JABSONS FOODS PRIVATE LIMITED,16.May.22,16.May.22,12,0
NON BOOKS,SWEETS / NAMKEENS,WP18012,NAMKEEN-COCKTAIL NUTS,"8904067712048,BBH37396",21069099,WILCO INTERNATIONAL,007p,400,400,400,JABSONS FOODS PRIVATE LIMITED,16.May.22,26.Jul.22,12,0
NON BOOKS,CHOCOLATES,WP18013,KITKAT 4 FINGERS.,"40052410,BBH37397",18069010,CANDOR FOODIES,UNDEFINED,125,125,125,CANDOR FOODIES,16.May.22,11.Sep.22,18,0
NON BOOKS,Chocolates,WP18014,The Whole Truth Double Cocoa Protein Bar 55 gms,"8908013479764,BBH37398",21069099,Whole Truth,UNDEFINED,150,150,150,FITSHIT HEALTH SOLUTIONS PVT LTD,16.May.22,16.May.22,18,0
NON BOOKS,CHOCOLATES,WP18015,THE WHOLE TRUTH COFFEE COCOA PROTEIN BAR 55 GMS,"8906143890282,BBH37399",21069099,Whole Truth,UNDEFINED,150,150,150,FITSHIT HEALTH SOLUTIONS PVT LTD,16.May.22,16.Aug.22,18,0
