Category,Product Group,Item Code,Item Name,OEMCode,BBH Code,ISBN,HSNCode,Brand,Size,RSP,MRP,OSP,Vendor,CreateDate,LastModifiedDate,GST%,CESS
BOOKS,REFERENCE BOOKS,WP18667,STUTI AGARWAL:THE ADVENTURES OF YOUNG KALAM,"9789386228888, BBH23714",BBH23714,9789386228888,4901.0,HARPERCOLLINS,VN3021,159.0,199.0,199.0,HARPERCOLLINS,24.Jun.22,26.Sep.22,0,0
NON BOOKS,STATIONERY,WP20759,MAMORY LANE HARD BOUND NOTE BOOK-MED,"AN 84, BBH39837",BBH39837,AN 84,21069099.0,MATRIX MARKETING,UNDEFINED,270.0,270.0,270.0,MATRIX MARKETING,20.Sep.22,23.Sep.22,18,0
NON BOOKS,STATIONERY,WP20760,MAMORY LANE HARD BOUND NOTE BOOK-SMALL,"AN 85, BBH39838",BBH39838,AN 85,21069099.0,MATRIX MARKETING,UNDEFINED,210.0,210.0,210.0,MATRIX MARKETING,20.Sep.22,23.Sep.22,18,0
NON BOOKS,STATIONERY,WP20761,MAMORY LANE HARD BOUND NOTE BOOK-MIDI,"AN 86, BBH39839",BBH39839,AN 86,21069099.0,MATRIX MARKETING,UNDEFINED,140.0,140.0,140.0,MATRIX MARKETING,20.Sep.22,23.Sep.22,18,0
NON BOOKS,STATIONERY,WP20762,MAMORY LANE HB WIRO NOTA BOOK- MIDI,"AN 82, BBH39840",BBH39840,AN 82,21069099.0,MATRIX MARKETING,UNDEFINED,150.0,150.0,150.0,MATRIX MARKETING,20.Sep.22,23.Sep.22,18,0
BOOKS,CHILDREN: ACTIVITY BOOKS,WP00001,FRIENDLY NUMBERS SERIES,BBH00002,BBH00002,BBH00002,4901.0,HARPERCOLLINS,UNDEFINED,19.0,75.0,75.0,HARPERCOLLINS,18.Jan.22,5.Sep.22,0,0
BOOKS,CHILDREN: ACTIVITY BOOKS,WP00002,STEP-BY-STEP:KIDS CRAFT SERIES,BBH00005,BBH00005,BBH00005,4901.0,ABC,UNDEFINED,49.0,125.0,125.0,ABC,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: PRE-SCHOOL,WP00003,HITORI SERIES,BBH00006,BBH00006,BBH00006,4901.0,ABC,UNDEFINED,90.0,99.0,99.0,ABC,18.Jan.22,20.Jun.22,0,0
BOOKS,DICTIONARY & THESAURUS,WP00004,CONCISE ENGLISH HINDI DICTIONARY (H/B),BBH00010,BBH00010,BBH00010,4901.0,ABC,UNDEFINED,127.0,150.0,150.0,ABC,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP19454,BANDA RUPAYA,"9788184984606,BBH00180",BBH00180,9788184984606,4901.0,MEHTA,VN1700,276.0,345.0,345.0,MEHTA,28.Jul.22,28.Jul.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP00005,"SMART TRUST, COVEY AND LINK","9781451652178,BBH00200",BBH00200,9781451652178,4901.0,SIMON & SCHUSTER,UNDEFINED,479.0,599.0,599.0,SIMON N SCHUSTER PUBLISHER INDIA,18.Jan.22,5.Sep.22,0,0
BOOKS,FILM-CINEMA,WP00006,THE FLIM BOOK,"9781405363167,BBH00203",BBH00203,9781405363167,4901.0,ABC,VN8010,849.0,999.0,999.0,ABC,18.Jan.22,27.May.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP14801,ECOLOGICAL INTELLIGENCE,"9780141039091,BBH00211",BBH00211,9780141039091,4901.0,ABC,UNDEFINED,297.0,350.0,350.0,ABC,25.Apr.22,25.Apr.22,0,0
BOOKS,RELIGION/SPIRITUALITY,WP00007,SHRI RAMA PARATHANA,"8901563060796,BBH00221",BBH00221,8901563060796,4901.0,DURGA,UNDEFINED,149.0,495.0,495.0,DURGA,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00008,ARCHIE LIBRARY (100 TITLES),"762816469500,BBH00225",BBH00225,762816469500,4901.0,ABD,VN0182,200.0,250.0,250.0,ABD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00009,ARCHIE SINGLES DIGEST (100 TITLES),BBH00226,BBH00226,BBH00226,4901.0,ABD,UNDEFINED,108.0,135.0,135.0,ABD,18.Jan.22,6.Jun.22,0,0
BOOKS,INDIA-REFERENCE,WP00010,LOVE TEACHINGS OF KAMA SUTRA,"9781569247792,BBH00227",BBH00227,9781569247792,4901.0,ABD,VN0931,600.0,750.0,750.0,ABD,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00011,MAHESH BHATT:ALL THAT COULD HAVE BEEN,"9788193071014,BBH00229",BBH00229,9788193071014,4901.0,HARPERCOLLINS,UNDEFINED,165.0,195.0,195.0,HARPERCOLLINS,18.Jan.22,5.Sep.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP00012,IN SEARCH OF EXCELLENCE,"9781861977168,BBH00231",BBH00231,9781861977168,4901.0,ADARSH,VN1052,316.0,395.0,395.0,ADARSH,18.Jan.22,18.Jan.22,0,0
BOOKS,NON-FICTION,WP00013,STATE BUILDING,"9781861977045,BBH00232",BBH00232,9781861977045,4901.0,ADARSH,VN1053,180.0,225.0,225.0,ADARSH,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00014,GIRL WHO KICKED THE HORNETS NEST,"9781849162746,BBH00234",BBH00234,9781849162746,4901.0,ADARSH,GT9939,320.0,399.0,399.0,ADARSH,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00015,KEN FOLLETT:WORLD WITHOUT END,"9781447218708,BBH00236",BBH00236,9781447218708,4901.0,ADARSH,GT9312,320.0,399.0,399.0,ADARSH,18.Jan.22,18.Jan.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP00016,"GANDHI, CEO: 14 PRINCIPLES TO GUIDE & INSPIRE MODE","9781402797774,BBH00238",BBH00238,9781402797774,4901.0,ADARSH,GT9838,360.0,450.0,450.0,ADARSH,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00017,GERONIMO STILTON:HUNT FOR THE GOLDEN BOOK,"9789351032168,BBH00245",BBH00245,9789351032168,4901.0,ALKA,VN6119,520.0,650.0,650.0,ALKA,18.Jan.22,23.Jun.22,0,0
BOOKS,CHILDREN: ACTIVITY BOOKS,WP00018,ANA:I CAN CUT-N-PASTE SCISSOR SKILLS SERIES,BBH00246,BBH00246,BBH00246,4901.0,ANA,UNDEFINED,59.0,99.0,99.0,ANA,18.Jan.22,18.Jan.22,0,0
BOOKS,ANTIQUES & COLLECTIBLES,WP00019,FLOATING GLOBE,BBH00268,BBH00268,BBH00268,4901.0,BG,UNDEFINED,2850.0,2850.0,2850.0,BG,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00020,PERCY JACKSON (5) :THE LAST OLYMPIAN,"9780141346885,BBH00272",BBH00272,9780141346885,4901.0,BLUEBERRY,VN0456,320.0,399.0,399.0,BLUEBERRY,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00021,PERCY JACKSON (4) :BATTLE OF LABYRINTH (NEW),"9780141346830,BBH00273",BBH00273,9780141346830,4901.0,BLUEBERRY,VN1452,320.0,399.0,399.0,BLUEBERRY,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00022,PERCY JACKSON (3) :THE TITANS CURSE (NEW),"9780141346816,BBH00274",BBH00274,9780141346816,4901.0,BLUEBERRY,VN0455,320.0,399.0,399.0,BLUEBERRY,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00023,PERCY JACKSON (2) :THE SEA OF MONSTERS (NEW),"9780141346137,BBH00275",BBH00275,9780141346137,4901.0,BLUEBERRY,VN0454,280.0,350.0,350.0,BLUEBERRY,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP14802,HEROES OF OLYMPUS: THE SON OF NEPTUNE,"9780141335735,BBH00277",BBH00277,9780141335735,4901.0,BLUEBERRY,VN6565,359.0,399.0,399.0,BLUEBERRY,25.Apr.22,21.Sep.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00024,ZZZ ENID BLYTON STAR READS SERIES (NEW),BBH00281,BBH00281,BBH00281,4901.0,DEEP,UNDEFINED,149.0,199.0,199.0,DEEP,18.Jan.22,18.Jan.22,0,0
BOOKS,NON-FICTION,WP00025,ALL THAT MATTERS:PHILOSOPHY,"9781444155839,BBH00288",BBH00288,9781444155839,4901.0,DEEP,UNDEFINED,119.0,250.0,250.0,DEEP,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00026,SUDEEP NAGARKAR:YOURE TRENDING IN MY DREAMS,"9788184006711,BBH00297",BBH00297,9788184006711,4901.0,DP,VN1807,158.0,175.0,175.0,DP,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00027,SCOTT TUROW:INNOCENT,"9780330520522,BBH00301",BBH00301,9780330520522,4901.0,PAN MACMILLAN,MK0035,319.0,399.0,399.0,PAN MACMILLAN,18.Jan.22,5.Sep.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00028,DIARY OF A WIMPY KID (8 COPY SLIPCASE),"9780141358000,BBH00303",BBH00303,9780141358000,4901.0,DP,UNDEFINED,1785.0,2100.0,2100.0,DP,18.Jan.22,18.Jan.22,0,0
BOOKS,NON-FICTION,WP00029,RED SARI,"9789351941033,BBH00305",BBH00305,9789351941033,4901.0,DURGA,VN0662,316.0,395.0,395.0,DURGA,18.Jan.22,18.Jan.22,0,0
BOOKS,NON-FICTION,WP14803,FREEDOM AT MIDNIGHT,"9780008247782,BBH00306",BBH00306,9780008247782,4901.0,DURGA,GX3341,517.0,575.0,575.0,DURGA,25.Apr.22,25.Apr.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00030,GOOSEBUMPES SERIES,BBH00317,BBH00317,BBH00317,4901.0,FUTURE,VN1692,200.0,250.0,250.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00031,DORK DIARIES SERIES,BBH00318,BBH00318,BBH00318,4901.0,FUTURE,UNDEFINED,239.0,299.0,299.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00032,FAMOUS FIVE COMPLETE SERIES (21 TITLES),BBH00319,BBH00319,BBH00319,4901.0,FUTURE,UNDEFINED,159.0,199.0,199.0,FUTURE,18.Jan.22,9.Jul.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00033,NAUGHTIEST GIRL COMPLETE SERIES (10 TITLES),BBH00325,BBH00325,BBH00325,4901.0,FUTURE,UNDEFINED,148.0,165.0,165.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00034,SECRET SEVEN COMPLETE SERIES (17 TITLES),BBH00326,BBH00326,BBH00326,4901.0,FUTURE,VN3776,140.0,175.0,175.0,FUTURE,18.Jan.22,22.Aug.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00035,GERONIMO STILTONS SERIES (NEW) 295,BBH00327,BBH00327,BBH00327,4901.0,FUTURE,UNDEFINED,266.0,295.0,295.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00036,PAULO COELHO:BY THE RIVER PIEDRA I SAT D,"9780007214716,BBH00331",BBH00331,9780007214716,4901.0,FUTURE,GX1219,319.0,399.0,399.0,FUTURE,18.Jan.22,30.Jul.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00037,GERONIMO STILTON CREEPELLA SERIES,BBH00333,BBH00333,BBH00333,4901.0,FUTURE,UNDEFINED,236.0,295.0,295.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00038,GEORGE RR MARTIN SERIES GAME OF THRONES,BBH00334,BBH00334,BBH00334,4901.0,FUTURE,UNDEFINED,425.0,499.0,499.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00039,BARBIE A COMPUTER ENGINEER,"9788128632631,BBH00335",BBH00335,9788128632631,4901.0,FUTURE,UNDEFINED,72.0,80.0,80.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00040,PAULO COELHO:THE DEVIL & MISS PRYM,"9780007132867,BBH00342",BBH00342,9780007132867,4901.0,FUTURE,GX1214,319.0,399.0,399.0,FUTURE,18.Jan.22,30.Jul.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00050,BARBIE ON THE PINK CARPET,"9788128632662,BBH00355",BBH00355,9788128632662,4901.0,FUTURE,UNDEFINED,72.0,80.0,80.0,FUTURE,18.Jan.22,19.May.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00041,BARBIE A SNOWBOARDER,"9788128632600,BBH00360",BBH00360,9788128632600,4901.0,FUTURE,VN2919,72.0,80.0,80.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,NON-FICTION,WP00042,I AM MALALA,"9781780622163,BBH00362",BBH00362,9781780622163,4901.0,FUTURE,VN0646,320.0,399.0,399.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: ACTIVITY BOOKS,WP00043,BARBIE COPY COLOURING 925,"9781474815925,BBH00367",BBH00367,9781474815925,4901.0,FUTURE,VN1501,59.0,80.0,80.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: ACTIVITY BOOKS,WP00044,BARBIE COPY COLOURING 918,"9781474815918,BBH00368",BBH00368,9781474815918,4901.0,FUTURE,VN2614,64.0,80.0,80.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: ACTIVITY BOOKS,WP00045,BARBIE COPY COLOURING 901,"9781474815901,BBH00369",BBH00369,9781474815901,4901.0,FUTURE,VN1500,59.0,80.0,80.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: ACTIVITY BOOKS,WP00046,BARBIE COPY COLOURING 895,"9781474815895,BBH00370",BBH00370,9781474815895,4901.0,FUTURE,VN2024,64.0,80.0,80.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: ACTIVITY BOOKS,WP00047,BARBIE COPY COLOURING 888,"9781474815888,BBH00371",BBH00371,9781474815888,4901.0,FUTURE,UNDEFINED,59.0,80.0,80.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: ACTIVITY BOOKS,WP00048,BARBIE COPY COLOURING 871,"9781474815871,BBH00372",BBH00372,9781474815871,4901.0,FUTURE,VN2023,64.0,80.0,80.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: ACTIVITY BOOKS,WP00049,BARBIE COPY COLOURING 864,"9781474815864,BBH00373",BBH00373,9781474815864,4901.0,FUTURE,VN2082,64.0,80.0,80.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00051,BARBIE I CAN BE A FASHION DESIGNER,"9781474815833,BBH00376",BBH00376,9781474815833,4901.0,FUTURE,VN2615,72.0,90.0,90.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00052,BARBIE I CAN BE A HORSE RIDER,"9781474815826,BBH00377",BBH00377,9781474815826,4901.0,FUTURE,VN2083,72.0,90.0,90.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00053,BARBIE I CAN BE A PAINTER,"9781474815819,BBH00378",BBH00378,9781474815819,4901.0,FUTURE,UNDEFINED,59.0,90.0,90.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00054,BARBIE I CAN BE AN ACTRESS,"9781474815802,BBH00379",BBH00379,9781474815802,4901.0,FUTURE,VN2084,72.0,90.0,90.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00055,BARBIE I CAN BE A POPSTAR,"9781474815796,BBH00380",BBH00380,9781474815796,4901.0,FUTURE,VN3341,59.0,90.0,90.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00056,BARBIE I CAN BE A LIFEGUARD,"9781474815789,BBH00381",BBH00381,9781474815789,4901.0,FUTURE,VN2617,72.0,90.0,90.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00057,BARBIE I CAN BE A BALLERINA,"9781474815772,BBH00382",BBH00382,9781474815772,4901.0,FUTURE,UNDEFINED,59.0,90.0,90.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00058,BARBIE I CAN BE A GYMNAST,"9781474815765,BBH00383",BBH00383,9781474815765,4901.0,FUTURE,VN2616,72.0,90.0,90.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00059,BARBIE I CAN BE A BABY DOCTOR,"9781474815758,BBH00384",BBH00384,9781474815758,4901.0,FUTURE,UNDEFINED,59.0,90.0,90.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00060,NICHOLAS SPARKS:BEST OF ME,"9781455556557,BBH00388",BBH00388,9781455556557,4901.0,WILCO INTERNATIONAL,GX2327,199.0,350.0,199.0,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00061,NICHOLAS SPARKS:THE GUARDIAN,"9780446696111,BBH00390",BBH00390,9780446696111,4901.0,FUTURE,BH1663,320.0,399.0,399.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00062,INSURGENT,"9780062387752,BBH00392",BBH00392,9780062387752,4901.0,FUTURE,GX1317,360.0,450.0,450.0,FUTURE,18.Jan.22,29.Jul.22,0,0
BOOKS,LITERATURE & FICTION,WP00063,PAULO COELHO:ALEPH,"9780007456093,BBH00395",BBH00395,9780007456093,4901.0,HARPERCOLLINS,VN0429,319.0,399.0,399.0,HARPERCOLLINS,18.Jan.22,5.Sep.22,0,0
BOOKS,LITERATURE & FICTION,WP00064,PAULO COELHO: THE WINNER STANDS ALONE (P/B),"9780007318681,BBH00396",BBH00396,9780007318681,4901.0,FUTURE,VN0428,319.0,399.0,399.0,FUTURE,18.Jan.22,30.Jul.22,0,0
BOOKS,LITERATURE & FICTION,WP00065,REVENGE WEARS PRADA:THE DEVIL RETURNS,"9780007498062,BBH00397",BBH00397,9780007498062,4901.0,HARPERCOLLINS,VN6342,315.0,350.0,350.0,HARPERCOLLINS,18.Jan.22,5.Sep.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP00066,TOP DOG,"9780091951559,BBH00400",BBH00400,9780091951559,4901.0,HBS,GX0251,400.0,499.0,499.0,HBS,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00067,ARTEMIS FOWL AND THE ETERNITY CODE,BBH00401,BBH00401,BBH00401,4901.0,IBD,GX2391,280.0,350.0,350.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00068,ARTEMIS FOWL AND THE TIME PARADOX,BBH00402,BBH00402,BBH00402,4901.0,IBD,GX5337,280.0,350.0,350.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00069,H:AGNI KI UDAN (HINDI),"9789351864493,BBH00410",BBH00410,9789351864493,4901.0,IBD,UNDEFINED,120.0,150.0,150.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00070,THE MAGIC,"9781849838399,BBH00419",BBH00419,9781849838399,4901.0,SIMON & SCHUSTER,VN0405,399.0,499.0,499.0,SIMON N SCHUSTER PUBLISHER INDIA,18.Jan.22,5.Sep.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00071,SECRET: HERO,"9781471133442,BBH00425",BBH00425,9781471133442,4901.0,SIMON & SCHUSTER,GX1380,639.0,799.0,799.0,SIMON N SCHUSTER PUBLISHER INDIA,18.Jan.22,5.Sep.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP19272,THE COMPLETE CALVIN & HABBES (P/B),"9781449433253,BBH00426",BBH00426,9781449433253,4901.0,IBD,VN3009,5199.0,6499.0,6499.0,IBD,20.Jul.22,20.Jul.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00072,ASTERIX & OBELIXS BIRTHDAY,"9781444000955,BBH00427",BBH00427,9781444000955,4901.0,IBD,VN2195,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00073,HBR GUIDE TO MANAGING STRESS AT WORK,"9781422196014,BBH00428",BBH00428,9781422196014,4901.0,IBD,VN0403,480.0,599.0,599.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP20053,HBR GUIDE TO PERSUASIVE PRESENTATION,"9781422187104,BBH00430",BBH00430,9781422187104,4901.0,HARPERCOLLINS,VN0059,559.0,699.0,699.0,IBD,6.Sep.22,16.Sep.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP00074,"LEADING CHANGE, WITH A NEW PREFACE BY THE AUTHOR","9781422186435,BBH00431",BBH00431,9781422186435,4901.0,IBD,VN2230,1079.0,1199.0,1199.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP00075,HBR’S 10 MUST READ ON MANAGING PEOPLE,"9781422158012,BBH00432",BBH00432,9781422158012,4901.0,IBD,VN0056,600.0,750.0,750.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00076,HBR’S 10 MUST READ ON MANAGING YOURSELF,"9781422157992,BBH00433",BBH00433,9781422157992,4901.0,IBD,VN0402,600.0,750.0,750.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP00077,HBR’S 10 MUST READ ON LEADERSHIP,"9781422157978,BBH00434",BBH00434,9781422157978,4901.0,IBD,VN0053,600.0,750.0,750.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00078,ASTERIX AND THE FALLING SKY,"9780752875484,BBH00437",BBH00437,9780752875484,4901.0,IBD,VN0249,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00079,OBELIX AND CO.,"9780752866529,BBH00438",BBH00438,9780752866529,4901.0,IBD,VN2228,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00080,ASTERIX IN BELGIUM,"9780752866505,BBH00439",BBH00439,9780752866505,4901.0,IBD,VN0248,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00081,ASTERIX AND THE GREAT CROSSING,"9780752866482,BBH00440",BBH00440,9780752866482,4901.0,IBD,VN0247,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00082,ASTERIX AND CEASARS GIFT,"9780752866468,BBH00441",BBH00441,9780752866468,4901.0,IBD,VN0246,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00083,ASTERIX IN CORSICA,"9780752866444,BBH00442",BBH00442,9780752866444,4901.0,IBD,VN0245,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00084,ASTERIX AND THE SOOTHSAYER,"9780752866420,BBH00443",BBH00443,9780752866420,4901.0,IBD,VN0244,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00085,ASTERIX AND THE CLASS ACT,"9780752866406,BBH00444",BBH00444,9780752866406,4901.0,IBD,VN0243,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00086,ASTERIX THE MANSION OF THE GODS,"9780752866390,BBH00445",BBH00445,9780752866390,4901.0,IBD,VN0242,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00087,ASTERIX AND THE LAUREL WREATH,"9780752866376,BBH00446",BBH00446,9780752866376,4901.0,IBD,VN0241,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00088,ASTERIX IN SWITZERLAND,"9780752866352,BBH00447",BBH00447,9780752866352,4901.0,IBD,VN0240,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00089,ASTERIX AND THE ROMAN AGENT,"9780752866338,BBH00448",BBH00448,9780752866338,4901.0,IBD,VN0239,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00090,ASTERIX IN SPAIN,"9780752866314,BBH00449",BBH00449,9780752866314,4901.0,IBD,VN0238,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00091,ASTERIX AND THE CAULDRON,"9780752866291,BBH00450",BBH00450,9780752866291,4901.0,IBD,VN0237,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00092,ASTERIX IN THE OLYMPIC GAMES,"9780752866277,BBH00451",BBH00451,9780752866277,4901.0,IBD,VN0236,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00093,ASTERIX AND THE CHIEFTAINS SHEILD,"9780752866253,BBH00452",BBH00452,9780752866253,4901.0,IBD,VN0235,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00094,ASTERIX AND THE NORMANS,"9780752866239,BBH00453",BBH00453,9780752866239,4901.0,IBD,VN0234,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00095,"ASTERIX, THE LEGIONARY","9780752866215,BBH00454",BBH00454,9780752866215,4901.0,IBD,VN0233,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00096,ASTERIX IN BRITAIN,"9780752866192,BBH00455",BBH00455,9780752866192,4901.0,IBD,VN0232,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00097,ASTERIX AND THE BIG FIGHT,"9780752866178,BBH00456",BBH00456,9780752866178,4901.0,IBD,VN0231,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
